,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS
93,201568,Danilo Gallinari,1610612743,DEN,26.0,59,23,36,0.39,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.9,3.2,0.895,0.5,3.2,3.7,1.4,1.0,0.8,0.3,0.6,1.6,3.1,12.4,0.3,0,0,5,"201568,1610612743"
94,101122,Danny Granger,1610612756,PHX,32.0,30,11,19,0.367,20.4,2.2,5.4,0.401,1.0,2.8,0.357,0.9,1.2,0.757,0.7,2.0,2.7,0.6,0.8,0.4,0.2,0.3,2.2,1.0,6.3,-3.5,0,0,5,"101122,1610612756"
95,201980,Danny Green,1610612759,SAS,28.0,81,55,26,0.679,28.5,4.0,9.1,0.436,2.4,5.6,0.418,1.4,1.6,0.874,0.7,3.6,4.2,2.0,1.1,1.2,1.1,0.2,2.0,1.2,11.7,5.3,2,0,5,"201980,1610612759"
96,201967,Dante Cunningham,1610612740,NOP,28.0,66,37,29,0.561,25.0,2.3,5.1,0.457,0.0,0.2,0.1,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.5,0.7,0.6,0.4,1.5,0.6,5.2,-0.5,1,0,5,"201967,1610612740"
97,203957,Dante Exum,1610612762,UTA,19.0,82,38,44,0.463,22.2,1.8,5.1,0.349,1.0,3.2,0.314,0.2,0.4,0.625,0.3,1.3,1.6,2.4,1.4,0.5,0.2,0.0,1.8,0.8,4.8,1.1,0,0,5,"203957,1610612762"
98,203121,Darius Miller,1610612740,NOP,25.0,5,1,4,0.2,8.7,0.2,1.4,0.143,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.0,0.0,1.6,0.0,0.4,-2.4,0,0,5,"203121,1610612740"
99,202721,Darius Morris,1610612751,BKN,24.0,38,14,24,0.368,7.9,0.9,2.8,0.34,0.2,0.9,0.212,0.1,0.2,0.444,0.2,0.5,0.7,1.3,0.6,0.2,0.0,0.1,0.5,0.4,2.2,-1.7,0,0,5,"202721,1610612751"
100,201589,Darrell Arthur,1610612743,DEN,27.0,58,22,36,0.379,17.0,2.7,6.6,0.404,0.4,1.9,0.236,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.8,0.4,0.2,2.5,0.9,6.6,-0.2,2,0,5,"201589,1610612743"
101,201954,Darren Collison,1610612758,SAC,27.0,45,16,29,0.356,34.8,5.8,12.2,0.473,1.3,3.6,0.373,3.2,4.1,0.788,0.4,2.8,3.2,5.6,2.5,1.5,0.3,0.6,2.1,3.2,16.1,0.8,3,0,5,"201954,1610612758"
102,101135,David Lee,1610612744,GSW,32.0,49,37,12,0.755,18.5,3.3,6.4,0.511,0.0,0.0,0.0,1.4,2.1,0.654,1.7,3.6,5.2,1.7,1.0,0.6,0.5,0.4,1.7,1.4,7.9,0.5,1,0,5,"101135,1610612744"
103,204065,David Stockton,1610612758,SAC,24.0,3,1,2,0.333,11.0,0.7,2.0,0.333,0.3,0.7,0.5,1.0,2.0,0.5,0.0,0.7,0.7,3.0,1.3,0.7,0.0,0.0,0.3,1.0,2.7,7.7,0,0,5,"204065,1610612758"
104,204033,David Wear,1610612758,SAC,24.0,2,0,2,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-4.5,0,0,5,"204033,1610612758"
105,2561,David West,1610612754,IND,34.0,66,32,34,0.485,28.7,4.9,10.4,0.471,0.1,0.3,0.2,1.8,2.4,0.739,1.6,5.2,6.8,3.4,1.8,0.7,0.7,0.4,2.4,2.3,11.7,-0.3,7,0,5,"2561,1610612754"
106,201599,DeAndre Jordan,1610612746,LAC,26.0,82,56,26,0.683,34.4,4.6,6.5,0.71,0.0,0.0,0.25,2.3,5.7,0.397,4.8,10.1,15.0,0.7,1.3,1.0,2.2,0.2,3.0,4.6,11.5,7.6,47,0,5,"201599,1610612746"
107,201971,DeJuan Blair,1610612764,WAS,26.0,29,15,14,0.517,6.2,0.9,2.0,0.456,0.0,0.0,0.0,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.4,0.2,0.0,0.2,1.4,0.3,1.9,-2.1,0,0,5,"201971,1610612764"
108,201942,DeMar DeRozan,1610612761,TOR,25.0,60,37,23,0.617,35.0,6.8,16.5,0.413,0.4,1.5,0.284,6.0,7.2,0.832,0.7,3.9,4.6,3.5,2.3,1.2,0.2,1.2,2.0,4.9,20.1,2.2,4,0,5,"201942,1610612761"
109,202326,DeMarcus Cousins,1610612758,SAC,24.0,59,23,36,0.39,34.1,8.4,18.1,0.467,0.0,0.1,0.25,7.2,9.2,0.782,3.1,9.5,12.7,3.6,4.3,1.5,1.7,1.8,4.1,8.8,24.1,1.1,47,2,5,"202326,1610612758"
110,201960,DeMarre Carroll,1610612737,ATL,28.0,70,53,17,0.757,31.3,4.5,9.3,0.487,1.7,4.3,0.395,1.8,2.6,0.702,1.4,3.9,5.3,1.7,1.1,1.3,0.2,0.6,2.2,2.2,12.6,3.0,3,0,5,"201960,1610612737"
111,203471,Dennis Schroder,1610612737,ATL,21.0,77,57,20,0.74,19.7,3.7,8.6,0.427,0.7,1.9,0.351,1.9,2.3,0.827,0.4,1.8,2.1,4.1,1.9,0.6,0.1,1.0,1.6,2.2,10.0,0.1,5,0,5,"203471,1610612737"
112,101114,Deron Williams,1610612751,BKN,31.0,68,34,34,0.5,31.1,4.4,11.3,0.387,1.3,3.5,0.367,3.0,3.5,0.834,0.4,3.1,3.5,6.6,2.3,0.9,0.3,0.5,2.3,3.1,13.0,-0.2,11,0,5,"101114,1610612751"
113,202324,Derrick Favors,1610612762,UTA,23.0,74,33,41,0.446,30.8,6.5,12.4,0.525,0.0,0.1,0.167,3.0,4.5,0.669,2.6,5.6,8.2,1.5,1.6,0.8,1.7,0.9,2.8,3.3,16.0,0.8,23,0,5,"202324,1610612762"
114,201565,Derrick Rose,1610612741,CHI,26.0,51,33,18,0.647,30.0,6.6,16.4,0.405,1.5,5.3,0.28,3.0,3.7,0.813,0.7,2.5,3.2,4.9,3.2,0.7,0.3,1.0,1.2,2.8,17.7,2.4,4,0,5,"201565,1610612741"
115,202682,Derrick Williams,1610612758,SAC,24.0,74,27,47,0.365,19.8,2.9,6.6,0.447,0.7,2.1,0.314,1.8,2.6,0.684,0.6,2.2,2.7,0.7,0.8,0.5,0.1,0.5,0.9,1.6,8.3,-3.6,1,0,5,"202682,1610612758"
116,2734,Devin Harris,1610612742,DAL,32.0,76,45,31,0.592,22.2,2.9,6.9,0.418,1.3,3.5,0.357,1.7,2.1,0.815,0.2,1.6,1.8,3.1,1.1,1.0,0.2,0.3,1.9,2.5,8.8,1.3,0,0,5,"2734,1610612742"
117,203906,Devyn Marble,1610612753,ORL,22.0,16,3,13,0.188,13.0,0.9,2.8,0.318,0.3,1.4,0.182,0.3,1.0,0.313,0.3,1.6,1.9,1.1,0.6,0.6,0.1,0.2,0.9,0.6,2.3,-1.0,0,0,5,"203906,1610612753"
118,203473,Dewayne Dedmon,1610612753,ORL,25.0,59,17,42,0.288,14.3,1.5,2.7,0.562,0.0,0.0,0.0,0.6,1.1,0.531,2.0,3.0,5.0,0.2,0.9,0.3,0.8,0.3,2.4,0.9,3.7,-0.4,2,0,5,"203473,1610612753"
119,203079,Dion Waiters,1610612760,OKC,23.0,80,46,34,0.575,27.6,4.7,11.8,0.396,0.9,3.1,0.297,1.5,2.2,0.68,0.5,1.9,2.4,2.0,1.4,1.1,0.3,0.7,1.9,1.8,11.8,0.7,1,0,5,"203079,1610612760"
120,1717,Dirk Nowitzki,1610612742,DAL,37.0,77,47,30,0.61,29.6,6.3,13.8,0.459,1.4,3.6,0.38,3.3,3.8,0.882,0.6,5.4,5.9,1.9,1.1,0.5,0.4,0.3,2.1,3.9,17.3,3.1,6,0,5,"1717,1610612742"
121,202388,Donald Sloan,1610612754,IND,27.0,53,22,31,0.415,20.9,2.7,6.7,0.408,0.8,2.5,0.313,1.1,1.5,0.779,0.2,2.5,2.7,3.6,1.2,0.4,0.0,0.6,0.9,1.2,7.4,-1.6,1,0,5,"202388,1610612754"
122,202700,Donatas Motiejunas,1610612745,HOU,24.0,71,48,23,0.676,28.7,5.0,9.9,0.504,0.7,1.9,0.368,1.4,2.3,0.602,1.9,4.0,5.9,1.8,1.7,0.8,0.5,0.6,2.9,3.2,12.0,1.4,7,0,5,"202700,1610612745"
123,2748,Dorell Wright,1610612757,POR,29.0,48,28,20,0.583,12.3,1.5,4.0,0.379,0.9,2.3,0.38,0.7,0.9,0.81,0.3,2.0,2.3,0.9,0.4,0.4,0.2,0.1,1.1,0.8,4.6,1.6,0,0,5,"2748,1610612757"
124,203926,Doug McDermott,1610612741,CHI,23.0,36,23,13,0.639,8.9,1.2,3.0,0.402,0.4,1.1,0.317,0.3,0.4,0.667,0.2,1.0,1.2,0.2,0.5,0.1,0.0,0.2,0.8,0.5,3.0,-2.3,0,0,5,"203926,1610612741"
125,203110,Draymond Green,1610612744,GSW,25.0,79,64,15,0.81,31.5,4.3,9.7,0.443,1.4,4.2,0.337,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.7,1.6,1.3,0.4,3.2,2.6,11.7,10.6,18,1,5,"203110,1610612744"
126,2400,Drew Gooden,1610612764,WAS,33.0,51,31,20,0.608,16.9,2.2,5.4,0.399,0.5,1.2,0.39,0.7,0.9,0.773,1.4,3.0,4.4,1.0,0.5,0.4,0.2,0.3,1.8,1.1,5.4,0.0,2,0,5,"2400,1610612764"
127,204079,Drew Gordon,1610612755,PHI,24.0,9,0,9,0.0,7.9,0.9,2.1,0.421,0.0,0.3,0.0,0.1,0.2,0.5,0.8,1.2,2.0,0.2,0.9,0.1,0.0,0.1,0.8,0.8,1.9,-3.8,0,0,5,"204079,1610612755"
128,202779,Dwight Buycks,1610612747,LAL,26.0,6,1,5,0.167,20.5,3.0,6.7,0.45,1.2,1.8,0.636,1.5,1.7,0.9,0.3,1.7,2.0,2.3,2.0,0.5,0.0,0.8,0.5,1.7,8.7,-4.0,0,0,5,"202779,1610612747"
129,2730,Dwight Howard,1610612745,HOU,29.0,41,29,12,0.707,29.8,6.1,10.3,0.593,0.0,0.0,0.5,3.5,6.6,0.528,2.7,7.8,10.5,1.2,2.8,0.7,1.3,0.9,3.3,5.6,15.8,5.2,23,0,5,"2730,1610612745"
130,203939,Dwight Powell,1610612742,DAL,23.0,29,11,18,0.379,8.2,1.1,2.3,0.463,0.1,0.4,0.273,0.9,1.1,0.758,0.6,1.1,1.7,0.3,0.4,0.3,0.2,0.2,1.4,1.0,3.1,0.0,0,0,5,"203939,1610612742"
131,2548,Dwyane Wade,1610612748,MIA,33.0,62,28,34,0.452,31.8,8.2,17.5,0.47,0.5,1.6,0.284,4.6,6.0,0.768,0.9,2.6,3.5,4.8,3.4,1.2,0.3,0.7,1.7,4.1,21.5,-0.9,3,0,5,"2548,1610612748"
132,202734,E'Twaun Moore,1610612741,CHI,26.0,56,36,20,0.643,9.0,1.1,2.5,0.446,0.2,0.7,0.342,0.2,0.4,0.6,0.2,0.6,0.8,0.6,0.3,0.4,0.1,0.2,0.8,0.4,2.7,-0.5,0,0,5,"202734,1610612741"
133,2853,Earl Barron,1610612756,PHX,33.0,16,5,11,0.313,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.3,0.1,0.1,1.6,0.7,2.0,-3.6,0,0,5,"2853,1610612756"
134,201947,Earl Clark,1610612751,BKN,27.0,10,6,4,0.6,9.3,1.1,3.0,0.367,0.4,1.4,0.286,0.1,0.4,0.25,0.1,2.2,2.3,0.3,0.6,0.3,0.4,0.0,1.2,0.4,2.7,-2.8,0,0,5,"201947,1610612751"
135,202334,Ed Davis,1610612747,LAL,26.0,79,20,59,0.253,23.3,3.6,5.9,0.601,0.0,0.0,0.0,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.7,0.6,1.2,0.6,2.6,1.8,8.3,-3.4,6,0,5,"202334,1610612747"
136,202327,Ekpe Udoh,1610612746,LAC,28.0,33,24,9,0.727,3.9,0.3,0.7,0.458,0.0,0.0,0.0,0.2,0.3,0.778,0.2,0.6,0.8,0.2,0.2,0.2,0.2,0.1,0.6,0.2,0.9,-0.3,0,0,5,"202327,1610612746"
137,203901,Elfrid Payton,1610612753,ORL,21.0,82,25,57,0.305,30.4,3.7,8.6,0.425,0.1,0.5,0.262,1.4,2.6,0.551,1.3,3.0,4.3,6.5,2.5,1.7,0.2,1.2,2.4,2.6,8.9,-2.5,12,2,5,"203901,1610612753"
138,202407,Elijah Millsap,1610612762,UTA,27.0,47,25,22,0.532,19.7,1.7,5.1,0.34,0.6,1.9,0.311,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.4,1.2,0.3,0.6,2.6,1.5,5.3,1.1,0,0,5,"202407,1610612762"
139,202343,Elliot Williams,1610612755,PHI,26.0,13,6,7,0.462,9.1,1.1,2.8,0.378,0.6,1.4,0.444,0.1,0.3,0.25,0.0,0.6,0.6,0.9,0.3,0.3,0.0,0.2,0.9,0.4,2.8,0.6,0,0,5,"202343,1610612755"
140,1882,Elton Brand,1610612737,ATL,36.0,36,25,11,0.694,13.5,1.2,2.6,0.442,0.0,0.0,0.0,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.5,0.7,0.1,1.5,1.0,2.7,0.1,0,0,5,"1882,1610612737"
141,202683,Enes Kanter,1610612760,OKC,23.0,75,32,43,0.427,28.5,6.4,12.4,0.519,0.2,0.6,0.356,2.4,3.1,0.782,3.7,5.3,8.9,0.7,1.9,0.5,0.4,1.0,2.5,2.6,15.5,-0.4,31,0,5,"202683,1610612760"
142,202339,Eric Bledsoe,1610612756,PHX,25.0,81,39,42,0.481,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.4,5.4,0.8,0.9,4.3,5.2,6.1,3.4,1.6,0.6,0.6,2.3,4.7,17.0,0.5,13,2,5,"202339,1610612756"
143,201569,Eric Gordon,1610612740,NOP,26.0,61,35,26,0.574,33.1,4.7,11.4,0.411,2.3,5.2,0.448,1.8,2.2,0.805,0.5,2.1,2.6,3.8,2.0,0.8,0.2,0.7,2.4,2.0,13.4,1.1,1,0,5,"201569,1610612740"
144,203961,Eric Moreland,1610612758,SAC,23.0,3,0,3,0.0,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.3,0,0,5,"203961,1610612758"
145,203475,Erick Green,1610612743,DEN,24.0,43,15,28,0.349,9.5,1.4,3.8,0.377,0.3,1.1,0.298,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0.3,0.0,0.1,0.6,0.3,3.4,-1.9,0,0,5,"203475,1610612743"
146,101141,Ersan Ilyasova,1610612749,MIL,28.0,58,26,32,0.448,22.7,4.5,9.6,0.472,1.3,3.3,0.389,1.2,1.8,0.645,1.4,3.4,4.8,1.0,0.8,0.6,0.3,0.5,2.6,2.7,11.5,0.4,6,0,5,"101141,1610612749"
147,203095,Evan Fournier,1610612753,ORL,22.0,58,19,39,0.328,28.6,4.4,9.9,0.44,1.5,3.9,0.378,1.8,2.5,0.728,0.5,2.2,2.6,2.1,1.4,0.7,0.0,0.6,2.0,2.2,12.0,-2.5,0,0,5,"203095,1610612753"
148,202323,Evan Turner,1610612738,BOS,26.0,82,40,42,0.488,27.6,3.9,9.1,0.429,0.4,1.5,0.277,1.3,1.7,0.752,0.5,4.6,5.1,5.5,2.4,1.0,0.2,0.5,2.2,1.6,9.5,-1.2,7,3,5,"202323,1610612738"
149,203105,Festus Ezeli,1610612744,GSW,25.0,46,39,7,0.848,10.9,1.7,3.0,0.547,0.0,0.0,0.0,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.7,0.2,0.9,0.4,1.7,1.3,4.4,0.3,0,0,5,"203105,1610612744"
150,101128,Francisco Garcia,1610612745,HOU,33.0,14,10,4,0.714,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.1,0.3,0.25,0.2,1.0,1.2,1.1,0.7,0.6,0.4,0.1,1.4,0.7,3.2,-0.7,0,0,5,"101128,1610612745"
151,203128,Furkan Aldemir,1610612755,PHI,23.0,41,9,32,0.22,13.2,1.0,1.9,0.513,0.0,0.1,0.0,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,0.2,2.3,0.9,2.3,-2.5,1,0,5,"203128,1610612755"
152,203539,Gal Mekel,1610612742,DAL,27.0,4,2,2,0.5,10.9,0.8,5.0,0.15,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.3,0.5,0.5,0.0,0.8,0.3,0.3,1.5,0.5,0,0,5,"203539,1610612742"
153,202066,Garrett Temple,1610612764,WAS,29.0,52,28,24,0.538,14.1,1.3,3.3,0.4,0.6,1.7,0.375,0.7,0.9,0.729,0.5,1.3,1.7,1.1,0.7,0.8,0.2,0.2,1.5,1.0,3.9,-0.9,0,0,5,"202066,1610612764"
154,203914,Gary Harris,1610612743,DEN,20.0,55,18,37,0.327,13.1,1.2,3.9,0.304,0.4,1.9,0.204,0.6,0.9,0.745,0.4,0.8,1.2,0.5,0.7,0.7,0.1,0.3,1.3,0.7,3.4,-3.2,0,0,5,"203914,1610612743"
155,202390,Gary Neal,1610612750,MIN,30.0,54,24,30,0.444,22.1,3.5,9.3,0.374,0.9,3.0,0.305,2.2,2.5,0.867,0.3,2.1,2.4,1.9,1.2,0.4,0.0,0.5,1.6,1.9,10.1,-1.9,0,0,5,"202390,1610612750"
156,201588,George Hill,1610612754,IND,29.0,43,26,17,0.605,29.5,5.9,12.4,0.477,1.6,4.5,0.358,2.6,3.3,0.79,0.6,3.6,4.2,5.1,1.6,1.0,0.3,0.6,2.6,3.4,16.1,3.7,2,1,5,"201588,1610612754"
157,101123,Gerald Green,1610612756,PHX,29.0,74,34,40,0.459,19.5,4.4,10.5,0.416,1.9,5.2,0.354,1.3,1.6,0.825,0.4,2.1,2.5,1.2,1.4,0.6,0.2,0.2,2.0,1.5,11.9,-0.1,0,0,5,"101123,1610612756"
158,201945,Gerald Henderson,1610612766,CHA,27.0,80,32,48,0.4,28.9,4.6,10.6,0.437,0.6,1.7,0.331,2.3,2.7,0.848,0.5,3.0,3.4,2.6,1.4,0.6,0.3,0.4,1.7,2.8,12.1,-0.4,2,0,5,"201945,1610612766"
159,2222,Gerald Wallace,1610612738,BOS,32.0,32,15,17,0.469,8.9,0.4,1.1,0.412,0.0,0.1,0.333,0.2,0.5,0.4,0.5,1.3,1.8,0.3,0.6,0.5,0.1,0.2,0.6,0.7,1.1,0.9,0,0,5,"2222,1610612738"
160,203507,Giannis Antetokounmpo,1610612749,MIL,20.0,81,41,40,0.506,31.4,4.7,9.6,0.491,0.1,0.5,0.159,3.2,4.3,0.741,1.2,5.5,6.7,2.6,2.1,0.9,1.0,0.8,3.1,3.5,12.7,0.1,10,0,5,"203507,1610612749"
161,203540,Gigi Datome,1610612738,BOS,27.0,21,11,10,0.524,10.0,2.0,4.2,0.483,0.9,1.9,0.45,0.0,0.0,1.0,0.1,1.2,1.4,0.4,0.4,0.1,0.3,0.0,0.7,0.4,5.0,3.2,0,0,5,"203540,1610612738"
162,201175,Glen Davis,1610612746,LAC,29.0,74,52,22,0.703,12.2,1.6,3.4,0.459,0.0,0.1,0.0,0.8,1.3,0.632,0.6,1.7,2.3,0.5,0.5,0.6,0.3,0.4,1.8,1.1,4.0,-1.1,0,0,5,"201175,1610612746"
163,203318,Glen Rice Jr.,1610612764,WAS,24.0,5,4,1,0.8,8.5,0.6,3.0,0.2,0.2,1.4,0.143,0.8,1.2,0.667,0.4,0.4,0.8,0.4,0.4,0.0,0.0,0.2,2.2,1.4,2.2,-4.6,0,0,5,"203318,1610612764"
164,203922,Glenn Robinson,1610612755,PHI,21.0,35,2,33,0.057,7.5,0.7,1.9,0.388,0.1,0.5,0.263,0.5,0.7,0.667,0.4,0.7,1.1,0.3,0.3,0.2,0.0,0.1,0.4,0.5,2.1,0.8,0,0,5,"203922,1610612755"
165,201609,Goran Dragic,1610612748,MIA,29.0,78,41,37,0.526,33.8,6.4,12.8,0.501,1.2,3.3,0.347,2.3,3.0,0.774,1.0,2.5,3.5,4.5,2.2,1.0,0.2,0.6,2.5,2.9,16.3,0.2,4,0,5,"201609,1610612748"
166,202330,Gordon Hayward,1610612762,UTA,25.0,76,35,41,0.461,34.4,6.4,14.3,0.445,1.6,4.3,0.364,4.9,6.1,0.812,0.7,4.2,4.9,4.1,2.7,1.4,0.4,0.8,1.7,4.9,19.3,1.4,2,0,5,"202330,1610612762"
167,203476,Gorgui Dieng,1610612750,MIN,25.0,73,16,57,0.219,30.0,3.5,7.0,0.506,0.0,0.1,0.167,2.6,3.3,0.783,3.1,5.3,8.3,2.0,1.7,1.0,1.7,0.8,2.6,2.7,9.7,-5.3,18,0,5,"203476,1610612750"
168,203511,Grant Jerrett,1610612762,UTA,21.0,8,6,2,0.75,6.4,0.9,3.3,0.269,0.1,1.9,0.067,0.1,0.1,1.0,0.3,0.9,1.1,0.4,0.4,0.3,0.3,0.0,1.4,0.1,2.0,-2.5,0,0,5,"203511,1610612762"
169,202328,Greg Monroe,1610612765,DET,25.0,69,25,44,0.362,31.0,6.1,12.4,0.496,0.0,0.0,0.0,3.7,4.9,0.75,3.3,6.9,10.2,2.1,2.2,1.1,0.5,1.2,2.1,4.0,15.9,-0.4,35,0,5,"202328,1610612765"
170,202962,Greg Smith,1610612742,DAL,24.0,42,27,15,0.643,8.6,0.7,1.2,0.612,0.0,0.0,0.0,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.3,0.2,0.3,0.2,1.3,0.6,1.9,-0.6,0,0,5,"202962,1610612742"
171,201880,Greg Stiemsma,1610612761,TOR,29.0,17,13,4,0.765,3.9,0.4,0.5,0.75,0.0,0.0,0.0,0.1,0.2,0.5,0.5,0.4,0.9,0.2,0.4,0.1,0.0,0.0,0.9,0.2,0.8,-1.6,0,0,5,"201880,1610612761"
172,202349,Greivis Vasquez,1610612761,TOR,28.0,82,49,33,0.598,24.3,3.6,8.8,0.408,1.6,4.3,0.379,0.6,0.8,0.758,0.3,2.4,2.6,3.7,1.5,0.6,0.1,0.4,2.2,1.0,9.5,0.9,0,0,5,"202349,1610612761"
173,203084,Harrison Barnes,1610612744,GSW,23.0,82,67,15,0.817,28.3,3.9,8.0,0.482,1.1,2.6,0.405,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.9,0.7,0.2,0.4,1.8,1.4,10.1,6.5,6,0,5,"203084,1610612744"
174,202355,Hassan Whiteside,1610612748,MIA,26.0,48,18,30,0.375,23.8,5.1,8.1,0.628,0.0,0.0,0.0,1.6,3.3,0.5,3.0,7.0,10.0,0.1,1.2,0.6,2.6,0.6,2.7,3.0,11.8,-1.1,22,1,5,"202355,1610612748"
175,2045,Hedo Turkoglu,1610612746,LAC,36.0,62,42,20,0.677,11.4,1.3,3.0,0.441,1.0,2.2,0.432,0.1,0.2,0.545,0.1,1.5,1.6,0.6,0.5,0.3,0.1,0.0,1.1,0.3,3.7,0.2,0,0,5,"2045,1610612746"
176,203156,Henry Sims,1610612755,PHI,25.0,73,14,59,0.192,19.2,3.3,6.9,0.474,0.1,0.3,0.182,1.5,1.9,0.774,1.7,3.3,4.9,1.1,1.4,0.5,0.4,0.4,1.8,1.5,8.0,-4.5,4,0,5,"203156,1610612755"
177,201611,Henry Walker,1610612748,MIA,27.0,24,12,12,0.5,26.1,2.4,7.0,0.345,1.9,5.5,0.341,0.6,0.8,0.778,0.3,3.1,3.4,1.2,1.0,1.0,0.4,0.4,3.2,1.0,7.3,0.0,0,0,5,"201611,1610612748"
178,203138,Hollis Thompson,1610612755,PHI,24.0,71,13,58,0.183,25.0,3.2,7.6,0.413,1.6,4.0,0.401,0.9,1.3,0.708,0.7,2.0,2.8,1.2,0.9,0.8,0.4,0.4,2.0,1.0,8.8,-4.8,0,0,5,"203138,1610612755"
179,203546,Ian Clark,1610612743,DEN,24.0,30,9,21,0.3,6.4,0.6,1.8,0.345,0.3,1.0,0.333,0.3,0.3,1.0,0.1,0.4,0.5,0.4,0.3,0.3,0.1,0.1,0.7,0.3,1.9,-1.5,0,0,5,"203546,1610612743"
180,101133,Ian Mahinmi,1610612754,IND,28.0,61,28,33,0.459,18.8,1.9,3.5,0.552,0.0,0.0,0.0,0.5,1.7,0.304,1.7,4.1,5.8,0.5,1.0,0.5,0.8,0.3,2.8,1.8,4.3,-0.1,2,0,5,"101133,1610612754"
181,202697,Iman Shumpert,1610612739,CLE,25.0,62,34,28,0.548,24.9,3.1,7.6,0.41,1.1,3.2,0.342,0.7,1.0,0.672,0.9,2.7,3.6,2.2,1.5,1.3,0.3,0.2,2.2,1.4,8.0,1.0,2,0,5,"202697,1610612739"
182,203477,Isaiah Canaan,1610612755,PHI,24.0,47,24,23,0.511,20.0,3.1,8.0,0.386,1.9,5.2,0.37,1.0,1.3,0.817,0.4,1.5,1.9,2.1,1.3,0.6,0.1,0.6,1.8,1.3,9.2,-1.3,0,0,5,"203477,1610612755"
183,202738,Isaiah Thomas,1610612738,BOS,26.0,67,40,27,0.597,25.8,5.0,11.9,0.421,1.9,5.2,0.373,4.5,5.2,0.868,0.5,1.8,2.3,4.2,2.1,0.9,0.1,0.8,2.2,4.1,16.4,2.6,0,0,5,"202738,1610612738"
184,202397,Ish Smith,1610612755,PHI,26.0,55,24,31,0.436,15.1,2.6,6.7,0.39,0.3,1.1,0.3,0.6,1.0,0.596,0.3,1.5,1.8,3.3,1.4,0.7,0.1,0.4,0.9,1.2,6.1,-1.9,0,0,5,"202397,1610612755"
185,201581,JJ Hickson,1610612743,DEN,26.0,73,26,47,0.356,19.3,3.0,6.3,0.475,0.0,0.0,0.0,1.6,2.8,0.577,2.1,4.1,6.2,0.8,1.3,0.5,0.5,0.8,1.9,1.9,7.6,-3.2,9,0,5,"201581,1610612743"
186,200755,JJ Redick,1610612746,LAC,31.0,78,55,23,0.705,30.9,5.7,12.0,0.477,2.6,5.9,0.437,2.3,2.6,0.901,0.3,1.9,2.1,1.8,1.2,0.5,0.1,0.3,1.7,2.1,16.4,8.0,0,0,5,"200755,1610612746"
187,2747,JR Smith,1610612739,CLE,29.0,70,38,32,0.543,29.7,4.5,10.8,0.417,2.3,6.1,0.383,0.8,1.0,0.75,0.4,2.7,3.1,2.8,1.4,1.2,0.3,0.2,2.3,1.1,12.1,2.3,0,0,5,"2747,1610612739"
188,203960,JaKarr Sampson,1610612755,PHI,22.0,74,17,57,0.23,15.3,2.0,4.7,0.422,0.4,1.7,0.244,0.9,1.3,0.67,0.5,1.7,2.2,1.0,1.0,0.5,0.4,0.4,1.8,1.1,5.2,-4.5,0,0,5,"203960,1610612755"
189,203210,JaMychal Green,1610612763,MEM,25.0,24,10,14,0.417,6.8,1.1,2.0,0.574,0.0,0.3,0.0,0.3,0.4,0.8,0.8,1.1,1.9,0.2,0.6,0.2,0.2,0.1,1.0,0.4,2.6,-1.0,0,0,5,"203210,1610612763"
190,201580,JaVale McGee,1610612743,DEN,27.0,23,8,15,0.348,11.1,1.8,3.4,0.532,0.0,0.0,0.0,1.0,1.4,0.667,0.8,1.9,2.7,0.1,0.8,0.1,0.9,0.4,1.3,1.3,4.6,-3.0,0,0,5,"201580,1610612743"
